"x","y","urchin.density.m2"
114.965452,-29.533951,0
114.965463,-29.534016,0
114.965465,-29.534061,0
114.965458,-29.534121,0
114.965447,-29.534176,0
114.965432,-29.534232,0
114.965427,-29.534291,0
114.965417,-29.534344,0
114.965413,-29.534407,0
114.965405,-29.534466,0
114.965402,-29.534516,0
114.965392,-29.534567,0
114.965392,-29.534617,0
114.965387,-29.534664,0
114.965383,-29.534702,0
114.965373,-29.534749,0
114.965357,-29.534797,0
114.965343,-29.534846,0
114.965325,-29.534899,0
114.9653,-29.534946,0
114.965278,-29.534994,0
114.965265,-29.535046,0
114.965253,-29.535089,0
114.965252,-29.535151,0
114.965247,-29.535209,0
114.965245,-29.535262,0
114.965238,-29.535319,0
114.965235,-29.535372,0
114.96523,-29.535419,0
114.965227,-29.535474,0
114.965218,-29.535534,0
114.965215,-29.535592,0
114.965218,-29.535649,0
114.965208,-29.535711,0
114.965213,-29.535769,0
114.965212,-29.535832,0
114.965223,-29.535892,0
114.965228,-29.535952,0
114.965228,-29.536007,0
114.965227,-29.536066,0
114.96522,-29.536126,0
114.965217,-29.536181,0
114.965208,-29.536241,0
114.965192,-29.536291,0
114.965182,-29.536344,0
114.96517,-29.536396,0
114.965157,-29.536446,0
114.96514,-29.536486,0
114.96514,-29.536529,0
114.965135,-29.536567,0
114.965127,-29.536619,0
114.965123,-29.536669,0
114.965108,-29.536719,0
114.965103,-29.536764,0
114.965082,-29.536809,0
114.965068,-29.536854,0
114.965057,-29.536896,0
114.965057,-29.536937,0
114.965048,-29.536981,0
114.965037,-29.537032,0
114.965022,-29.537082,0
114.965013,-29.537126,0
114.964992,-29.537179,0
114.964985,-29.537222,0
114.964967,-29.537284,0
114.964955,-29.537334,0
114.964935,-29.537384,2.605802702
114.964922,-29.537434,0
114.964905,-29.537489,0
114.96489,-29.537539,0
114.964877,-29.537581,0
114.964867,-29.537621,0
114.96486,-29.537659,0
114.964848,-29.537704,0
114.964835,-29.537751,0
114.964818,-29.537801,0
114.964803,-29.537831,0
114.945222,-29.553352,0
114.945232,-29.553317,0
114.945242,-29.553279,0
114.945262,-29.553232,0
114.945285,-29.553187,0
114.945308,-29.553147,0
114.945325,-29.553111,0
114.945345,-29.553082,0
114.945375,-29.553042,0
114.945383,-29.552994,0
114.945395,-29.552939,0
114.945397,-29.552881,0
114.945385,-29.552829,0
114.945382,-29.552784,0
114.945382,-29.552744,0
114.945382,-29.552709,0
114.945372,-29.552666,0
114.94538,-29.552616,0
114.945387,-29.552567,0
114.945405,-29.552522,0
114.945428,-29.552462,0
114.945458,-29.552417,0
114.945503,-29.552376,0
114.945563,-29.552336,0
114.94562,-29.552289,0
114.945652,-29.552237,0
114.945683,-29.552177,0
114.945695,-29.552116,0
114.945695,-29.552062,0
114.945707,-29.551999,0
114.945705,-29.551947,0
114.945723,-29.551889,0
114.94574,-29.551846,0
114.945747,-29.551797,0
114.945767,-29.551741,0
114.945773,-29.551692,0
114.945787,-29.551639,0
114.945822,-29.551594,0
114.945835,-29.551544,0
114.945867,-29.551501,0
114.945882,-29.551467,0
114.94589,-29.551441,0
114.9459,-29.551414,0
114.945912,-29.551387,0
114.945897,-29.551347,0
114.945902,-29.551294,0
114.9459,-29.551246,0
114.94593,-29.551197,0
114.945977,-29.551157,0
114.946028,-29.551101,0
114.946073,-29.551057,0
114.94612,-29.551011,0
114.94615,-29.550962,0
114.946173,-29.550914,0
114.946197,-29.550864,0
114.946212,-29.550824,0
114.946227,-29.550784,0
114.946225,-29.550737,0
114.94622,-29.550692,0
114.946212,-29.550647,0
114.946215,-29.550584,0
114.94622,-29.550539,0
114.94625,-29.550487,0
114.946277,-29.550441,0
114.946303,-29.550396,0
114.946338,-29.550347,0
114.94636,-29.550292,0
114.946387,-29.550231,0
114.946397,-29.550174,0
114.946423,-29.550116,0
114.946423,-29.550069,0
114.946432,-29.550014,0
114.946437,-29.549959,0
114.946428,-29.549917,0
114.946445,-29.549859,0
114.946458,-29.549802,0
114.946468,-29.549749,0
114.946475,-29.549689,0
114.94647,-29.549641,0
114.946472,-29.549586,0
114.946482,-29.549534,0
114.946487,-29.549487,0
114.946492,-29.549442,0
114.9465,-29.549397,0
114.946498,-29.549357,0
114.94651,-29.549314,0
114.946527,-29.549271,0
114.946545,-29.549221,0
114.94657,-29.549174,0
114.946585,-29.549131,0
114.946607,-29.549071,0
114.9466,-29.549024,0
114.946625,-29.548957,0
114.946623,-29.548896,0
114.946633,-29.548831,0
114.946643,-29.548764,0
114.946655,-29.548712,0
114.94669,-29.548664,0
114.946707,-29.548619,0
114.946737,-29.548554,0
114.946762,-29.548499,0
114.946792,-29.548439,0
114.946818,-29.548387,0
114.946827,-29.548341,0
114.946843,-29.548292,0
114.946853,-29.548237,0
114.946862,-29.548174,0
114.94688,-29.548112,0
114.946895,-29.548052,0
114.946908,-29.547997,0
114.946927,-29.547934,0
114.946943,-29.547882,0
114.946953,-29.547836,0
114.94697,-29.547772,0
114.946968,-29.547722,0
114.94698,-29.547677,0
114.946985,-29.547616,0
114.946992,-29.547559,0
114.947007,-29.547507,0
114.947032,-29.547451,0
114.947038,-29.547407,0
114.947057,-29.547351,0
114.947058,-29.547294,0
114.947073,-29.547227,0
114.947097,-29.547172,0
114.947122,-29.547119,0
114.94714,-29.547066,0
114.947167,-29.547011,0
114.947188,-29.546957,0
114.947197,-29.546916,0
114.947217,-29.546856,0
114.947225,-29.546814,0
114.947237,-29.546754,0
114.947245,-29.546706,0
114.947253,-29.546652,0
114.947258,-29.546594,0
114.94727,-29.546532,0
114.947267,-29.546472,0
114.947272,-29.546411,0
114.947277,-29.546344,0
114.947287,-29.546289,0
114.947308,-29.546217,0
114.94733,-29.546161,0
114.947355,-29.546107,0
114.947373,-29.546054,0
114.947392,-29.545984,0
114.947407,-29.545917,0
114.94741,-29.545844,0
114.947418,-29.545784,0
114.947418,-29.545739,0
114.947423,-29.545702,0
114.94743,-29.545666,0
114.947433,-29.545621,0
114.947437,-29.545586,0
114.947452,-29.545549,0
114.94745,-29.545509,0
114.94746,-29.545449,0
114.947473,-29.545406,0
114.947505,-29.545357,0
114.94753,-29.545311,0
114.947542,-29.545271,0
114.947565,-29.545241,0
114.947587,-29.545192,0
114.947603,-29.545146,0
114.947613,-29.545099,0
114.947613,-29.545029,0
114.94761,-29.544967,0
114.947632,-29.544909,0
114.947645,-29.544856,0
114.947672,-29.544806,0
114.947705,-29.544754,0
114.947723,-29.544707,0
114.947755,-29.544646,0
114.947803,-29.544589,0
114.947832,-29.544544,0
114.947877,-29.544474,0
114.94791,-29.544424,0
114.947937,-29.544369,0
114.94797,-29.544321,0
114.948003,-29.544261,0
114.948023,-29.544207,0
114.948063,-29.544164,0
114.948108,-29.544121,0
114.948145,-29.544077,0
114.948203,-29.544041,0
114.94827,-29.544007,0
114.948337,-29.543974,0
114.948407,-29.543951,0
114.948472,-29.543926,0
114.948525,-29.543894,0
114.948577,-29.543859,0
114.948642,-29.543806,0
114.9487,-29.543774,0
114.948753,-29.543744,0
114.948818,-29.543719,0
114.948873,-29.543692,0
114.94893,-29.543657,0
114.949002,-29.543616,0
114.949062,-29.543579,0
114.949113,-29.543542,0
114.949157,-29.543494,0
114.949185,-29.543442,0
114.94921,-29.543391,0
114.949242,-29.543341,0
114.949263,-29.543282,0
114.949278,-29.543222,0
114.949292,-29.543161,0
114.949303,-29.543111,0
114.949317,-29.543047,0
114.949332,-29.542991,0
114.949355,-29.542922,0
114.949387,-29.542854,0
114.949413,-29.542801,0
114.949415,-29.542729,0
114.949427,-29.542664,0
114.949443,-29.542612,0
114.949463,-29.542559,0
114.949488,-29.542514,0
114.94952,-29.542464,0
114.949548,-29.542416,0
114.949577,-29.542352,0
114.949608,-29.542296,0
114.949625,-29.542237,0
114.94965,-29.542174,0
114.949698,-29.542117,0
114.949733,-29.542069,0
114.949777,-29.542022,0
114.94982,-29.541951,0
114.949853,-29.541876,0
114.949892,-29.541824,0
114.94992,-29.541771,0
114.949935,-29.541709,0
114.949967,-29.541641,0
114.950015,-29.541587,0
114.950058,-29.541541,0
114.9501,-29.541486,0
114.950137,-29.541444,0
114.950155,-29.541406,0
114.950177,-29.541361,0
114.9502,-29.541311,0
114.95023,-29.541271,0
114.950252,-29.541214,0
114.950287,-29.541164,0
114.950315,-29.541119,0
114.950357,-29.541072,0
114.950398,-29.541034,0
114.950428,-29.541002,0
114.950465,-29.540967,0
114.950522,-29.540919,0
114.95057,-29.540891,0
114.950632,-29.540866,0
114.950712,-29.540851,0
114.950773,-29.540824,0
114.950832,-29.540806,0
114.95087,-29.540777,0
114.950908,-29.540751,0
114.950943,-29.540724,0
114.950985,-29.540689,0
114.951017,-29.540637,0
114.951032,-29.540592,0
114.951062,-29.540536,0
114.951075,-29.540496,0
114.951082,-29.540447,0
114.951092,-29.540397,0
114.95109,-29.540352,0
114.951095,-29.540304,0
114.951097,-29.540232,0
114.9511,-29.540171,0
114.951128,-29.540117,0
114.951148,-29.540071,0
114.951165,-29.540026,0
114.95119,-29.539986,0
114.951212,-29.539944,0
114.951237,-29.539907,0
114.951272,-29.539872,0
114.951315,-29.539832,0
114.951347,-29.539791,0
114.95137,-29.539752,0
114.9514,-29.539706,0
114.951423,-29.539651,0
114.951438,-29.539597,0
114.951465,-29.539542,0
114.951473,-29.539489,0
114.951495,-29.539439,0
114.951517,-29.539387,0
114.951527,-29.539341,0
114.951552,-29.539291,0
114.951582,-29.539244,0
114.9516,-29.539202,0
114.951625,-29.539156,0
114.951642,-29.539112,0
114.95167,-29.539069,0
114.951688,-29.539022,0
114.951712,-29.538986,0
114.95172,-29.538951,0
114.951725,-29.538891,0
114.951747,-29.538851,0
114.95178,-29.538796,0
114.95183,-29.538752,0
114.95188,-29.538722,0
114.951935,-29.538689,0
114.951997,-29.538654,0
114.952058,-29.538617,0
114.952122,-29.538579,0
114.952193,-29.538541,0
114.952253,-29.538502,0
114.95231,-29.538451,0
114.952343,-29.538382,0
114.952375,-29.538316,0
114.952402,-29.538252,0
114.952418,-29.538197,0
114.952457,-29.538151,0
114.95251,-29.538102,0
114.952548,-29.538064,0
114.952595,-29.538016,0
114.952652,-29.537961,0
114.952703,-29.537924,0
114.952767,-29.537894,0
114.952855,-29.537862,0
114.95294,-29.537841,0
114.953013,-29.537821,0
114.953082,-29.537809,0
114.953167,-29.537797,0
114.953218,-29.537777,0
114.953258,-29.537756,0
114.95329,-29.537741,0
114.953297,-29.537746,0
114.953303,-29.537751,0
114.9262,-29.548767,0
114.92614,-29.548732,0
114.926083,-29.548692,0
114.92604,-29.548651,0
114.926015,-29.548607,0
114.92599,-29.548557,0
114.925992,-29.548511,0
114.925992,-29.548467,0
114.925993,-29.548442,0
114.926022,-29.548386,0
114.926067,-29.548329,0
114.926132,-29.548277,0
114.92622,-29.548247,0
114.926308,-29.548212,0
114.926387,-29.548137,0
114.926408,-29.548062,0
114.926415,-29.547972,0
114.92638,-29.547884,0
114.926343,-29.547786,0
114.92631,-29.547689,0
114.92631,-29.547592,0
114.926343,-29.547484,0
114.92635,-29.547392,0
114.926388,-29.547289,0
114.926445,-29.547197,0
114.926515,-29.547122,0
114.926607,-29.547041,0
114.926678,-29.546972,0
114.926747,-29.546912,0
114.926795,-29.546862,0
114.926835,-29.546814,0
114.926858,-29.546764,0
114.926863,-29.546717,0
114.926867,-29.546669,0
114.926852,-29.546619,0
114.926832,-29.546581,0
114.9268,-29.546541,0
114.926763,-29.546492,0
114.926753,-29.546444,0
114.926732,-29.546399,0
114.92673,-29.546352,0
114.926723,-29.546316,0
114.926733,-29.546271,0
114.926762,-29.546227,0
114.92678,-29.546197,0
114.926815,-29.546152,0
114.926843,-29.546109,0
114.926885,-29.546062,0
114.926952,-29.546002,0
114.926982,-29.545957,0
114.927002,-29.545902,0
114.927023,-29.545846,0
114.927017,-29.545786,0
114.927033,-29.545724,0
114.927027,-29.545672,0
114.927003,-29.545614,0
114.926998,-29.545562,0
114.926992,-29.545514,0
114.926963,-29.545464,0
114.926965,-29.545414,0
114.926963,-29.545366,0
114.926965,-29.545312,0
114.926978,-29.545257,0
114.926998,-29.545216,0
114.927037,-29.545147,0
114.927062,-29.545096,0
114.927083,-29.545044,0
114.927088,-29.544991,0
114.927087,-29.544946,0
114.927103,-29.544911,0
114.927105,-29.544869,0
114.927122,-29.544824,0
114.927143,-29.544782,0
114.927163,-29.544754,0
114.927202,-29.544724,0
114.92724,-29.544681,0
114.927283,-29.544656,0
114.927345,-29.544631,0
114.927415,-29.544604,0
114.927465,-29.544572,0
114.927513,-29.544536,0
114.927542,-29.544497,0
114.927567,-29.544461,0
114.927602,-29.544421,0
114.927627,-29.544402,0
114.927662,-29.544367,0
114.927692,-29.544337,0
114.927747,-29.544307,0
114.927793,-29.544277,0
114.927853,-29.544241,0
114.927895,-29.544206,0
114.92793,-29.544171,0
114.927975,-29.544126,0
114.928002,-29.544084,0
114.928038,-29.544026,0
114.928053,-29.543961,0
114.928065,-29.543909,0
114.928087,-29.543844,0
114.928103,-29.543791,0
114.928135,-29.543724,0
114.928162,-29.543654,0
114.928175,-29.543601,0
114.928177,-29.543551,0
114.928182,-29.543494,0
114.928175,-29.543449,0
114.928167,-29.543411,0
114.928143,-29.543376,0
114.928117,-29.543336,0
114.92808,-29.543299,0
114.928053,-29.543259,0
114.928008,-29.543207,0
114.927987,-29.543167,0
114.927968,-29.543119,0
114.92796,-29.543072,0
114.927953,-29.543022,0
114.92794,-29.542976,0
114.92792,-29.542926,0
114.927893,-29.542869,0
114.927875,-29.542824,0
114.92787,-29.542772,0
114.927865,-29.542719,0
114.927857,-29.542681,0
114.927863,-29.542629,0
114.927858,-29.542577,0
114.927853,-29.542529,0
114.927853,-29.542469,0
114.92785,-29.542429,0
114.92785,-29.542382,0
114.927847,-29.542334,0
114.927843,-29.542291,0
114.927845,-29.542241,0
114.927837,-29.542187,0
114.927825,-29.542137,0
114.927813,-29.542079,0
114.92779,-29.542029,0
114.927752,-29.541981,0
114.927722,-29.541911,0
114.927698,-29.541851,0
114.927693,-29.541786,0
114.927687,-29.541724,0
114.927692,-29.541659,0
114.927703,-29.541591,0
114.92771,-29.541526,0
114.927742,-29.541452,0
114.92777,-29.541392,0
114.927813,-29.541327,0
114.927882,-29.541251,0
114.927923,-29.541179,0
114.927935,-29.541117,0
114.92794,-29.541064,0
114.927923,-29.540992,0
114.927888,-29.540931,0
114.927843,-29.540872,0
114.927817,-29.540817,0
114.927798,-29.540767,0
114.927767,-29.540719,0
114.927745,-29.540674,0
114.92775,-29.540626,0
114.927733,-29.540594,0
114.927727,-29.540554,0
114.927722,-29.540506,0
114.927723,-29.540467,0
114.927743,-29.540421,0
114.927757,-29.540372,0
114.927792,-29.540331,0
114.927818,-29.540299,0
114.927862,-29.540271,0
114.927905,-29.540246,0
114.927965,-29.540229,0
114.92803,-29.540207,0
114.928093,-29.540182,0
114.92814,-29.540146,0
114.928163,-29.540114,0
114.928202,-29.540072,0
114.92821,-29.540029,0
114.928225,-29.539987,0
114.928248,-29.539932,0
114.928255,-29.539884,0
114.92826,-29.539829,0
114.928277,-29.539767,0
114.928288,-29.539714,0
114.92829,-29.539667,0
114.928302,-29.539601,0
114.928317,-29.539557,0
114.928325,-29.539504,0
114.928337,-29.539449,0
114.928337,-29.539397,0
114.928362,-29.539352,0
114.928407,-29.539299,0
114.928445,-29.539247,0
114.928457,-29.539221,0
114.928477,-29.539187,0
114.928488,-29.539151,0
114.928488,-29.539112,0
114.928483,-29.539062,0
114.928468,-29.539011,0
114.928452,-29.538967,0
114.92845,-29.538912,0
114.928437,-29.538852,0
114.928432,-29.538786,0
114.92844,-29.538742,0
114.928435,-29.538697,0
114.928452,-29.538649,0
114.928457,-29.538611,0
114.928483,-29.538574,0
114.92853,-29.538522,0
114.928565,-29.538476,0
114.928588,-29.538419,0
114.928612,-29.538371,0
114.928618,-29.538301,0
114.928615,-29.538247,0
114.92861,-29.538194,0
114.928617,-29.538139,0
114.928617,-29.538084,0
114.928625,-29.538032,0
114.928633,-29.537972,0
114.928627,-29.537927,0
114.928633,-29.537874,0
114.928628,-29.537816,0
114.928628,-29.537771,0
114.928633,-29.537714,0
114.92863,-29.537664,0
114.928632,-29.537619,0
114.928627,-29.537567,0
114.928627,-29.537522,0
114.928628,-29.537479,0
114.928637,-29.537416,0
114.928647,-29.537371,0
114.928658,-29.537312,0
114.928682,-29.537251,0
114.928693,-29.537202,0
114.928712,-29.537156,0
114.928728,-29.537102,0
114.928737,-29.537059,0
114.92875,-29.536999,0
114.928757,-29.536952,0
114.928752,-29.536891,0
114.928765,-29.536831,0
114.928788,-29.536776,0
114.928835,-29.536721,0
114.928872,-29.536661,0
114.928908,-29.536594,0
114.928923,-29.536519,0
114.928935,-29.536452,0
114.928955,-29.536397,0
114.928988,-29.536351,0
114.929037,-29.536299,0
114.929085,-29.536252,0
114.929142,-29.536212,0
114.929193,-29.536176,0
114.929253,-29.536134,0
114.929315,-29.536097,0
114.929367,-29.536062,0
114.929432,-29.536017,0
114.929492,-29.535981,0
114.92954,-29.535957,0
114.929602,-29.535932,0
114.929645,-29.535919,0
114.929708,-29.535889,0
114.929755,-29.535872,0
114.929812,-29.535856,0
114.929885,-29.535831,0
114.929943,-29.535782,0
114.929983,-29.535731,0
114.930015,-29.535657,0
114.930007,-29.535594,0
114.929982,-29.535549,0
114.929945,-29.535507,0
114.929913,-29.535467,0
114.929908,-29.535439,0
114.929902,-29.535407,0
114.929898,-29.535392,0
114.929913,-29.535369,0
114.929912,-29.535361,0
114.929932,-29.535356,0
114.929942,-29.535377,0
114.929948,-29.535397,0
114.92996,-29.535416,0
114.929967,-29.535436,0
114.929975,-29.535447,0
114.929978,-29.535459,0
114.929982,-29.535469,0
114.929987,-29.535479,0
114.929995,-29.535484,0
114.93001,-29.535486,0
114.930017,-29.535489,0
114.930032,-29.535492,0
114.930038,-29.535496,0
114.930048,-29.535494,0
114.930055,-29.535501,0
114.93007,-29.535494,0
114.930078,-29.535492,0
114.930092,-29.535487,0
114.930105,-29.535474,0
114.930123,-29.535462,0
114.930138,-29.535452,0
114.930152,-29.535444,0
114.930165,-29.535436,0
114.930155,-29.535411,0
114.9301,-29.535336,0
114.930093,-29.535221,0
114.930172,-29.535097,0
114.930302,-29.534974,0
114.930455,-29.534849,0
114.930607,-29.534727,0
114.93077,-29.534604,0
114.930935,-29.534491,0
114.931043,-29.534342,0
114.931077,-29.534166,0
114.93106,-29.533981,0
114.931013,-29.533802,0
114.930993,-29.533616,0
114.93098,-29.533437,0
114.930955,-29.533249,0
114.930942,-29.533057,0
114.930922,-29.532861,0
114.930898,-29.532669,0
114.930882,-29.532477,0
114.930863,-29.532281,0
114.930847,-29.532081,0
114.930812,-29.531899,0
114.93079,-29.531694,0
114.930758,-29.531494,0
114.930737,-29.531302,0
114.930723,-29.531112,0
114.93069,-29.530917,0
114.930665,-29.530726,0
114.93065,-29.530531,0
114.930615,-29.530332,0
114.930603,-29.530141,0
114.930592,-29.529946,0
114.930575,-29.529742,0
114.930557,-29.529549,0
114.930547,-29.529352,0
114.930533,-29.529159,0
114.930527,-29.528961,0
114.930515,-29.528761,0
114.930512,-29.528576,0
114.930517,-29.528377,0
114.930547,-29.528177,0
114.93058,-29.527974,0
114.930615,-29.527786,0
114.930675,-29.527592,0
114.93071,-29.527392,0
114.93076,-29.527207,0
114.930807,-29.527011,0
114.930845,-29.526821,0
114.930902,-29.526631,0
114.930933,-29.526436,0
114.93097,-29.526234,0
114.93102,-29.526057,0
114.931045,-29.525859,0
114.931085,-29.525669,0
114.931128,-29.525477,0
114.931172,-29.525286,0
114.9312,-29.525091,0
114.931248,-29.524894,0
114.931293,-29.524706,0
114.93131,-29.524501,0
114.931358,-29.524319,0
114.931417,-29.524134,0
114.93145,-29.523934,0
114.931473,-29.523732,0
114.931518,-29.523554,0
114.93155,-29.523361,0
114.931597,-29.523164,0
114.931637,-29.522974,0
114.93169,-29.522787,0
114.931718,-29.522584,0
114.931747,-29.522397,0
114.931805,-29.522199,0
114.93183,-29.522007,0
114.931878,-29.521816,0
114.931907,-29.521617,0
114.93193,-29.521431,0
114.931978,-29.521216,0
114.932013,-29.521031,0
114.932052,-29.520832,0
114.932078,-29.520637,0
114.932128,-29.520449,0
114.932155,-29.520247,0
114.932192,-29.520054,0
114.932228,-29.519849,0
114.932273,-29.519667,0
114.93231,-29.519467,0
114.932342,-29.519266,0
114.93241,-29.519087,0
114.932445,-29.518892,0
114.932455,-29.518704,0
114.932513,-29.518509,0
114.932553,-29.518317,0
114.932578,-29.518121,0
114.932605,-29.517932,0
114.932645,-29.517727,0
114.932668,-29.517531,0
114.932728,-29.517342,0
114.932758,-29.517136,0
114.9328,-29.516937,0
114.93283,-29.516744,0
114.932878,-29.516537,0
114.93291,-29.516357,0
114.932945,-29.516156,0
114.93298,-29.515957,0
114.933032,-29.515756,0
114.933078,-29.515576,0
114.933098,-29.515377,0
114.933142,-29.515179,0
114.933188,-29.514991,0
114.93321,-29.514801,0
114.933245,-29.514602,0
114.933275,-29.514407,0
114.933317,-29.514224,0
114.933343,-29.514017,0
114.933377,-29.513817,0
114.933437,-29.513631,0
114.933473,-29.513441,0
114.933487,-29.513244,0
114.933528,-29.513049,0
114.933552,-29.512861,0
114.933612,-29.512667,0
114.933652,-29.512474,0
114.933697,-29.512274,0
114.933735,-29.512087,0
114.933777,-29.511896,0
114.933797,-29.511684,0
114.933828,-29.511527,0
114.933873,-29.511409,0
114.933902,-29.511311,0
114.93392,-29.511234,0
114.933935,-29.511166,0
114.93394,-29.511107,0
114.933938,-29.511046,0
114.933945,-29.510996,0
114.933955,-29.510949,0
114.933963,-29.510907,0
114.933973,-29.510872,0
114.933988,-29.510831,0
114.934,-29.510794,0
114.934005,-29.510784,0
114.93401,-29.510774,0
114.934027,-29.510761,0
114.934075,-29.510712,0
114.934125,-29.510674,0
114.934208,-29.510646,0
114.934272,-29.510632,0
114.93434,-29.510626,0
114.934402,-29.510624,0
114.934475,-29.510639,0
114.93456,-29.510647,0
114.934623,-29.510641,0
114.934685,-29.510629,0
114.934742,-29.510604,0
114.934793,-29.510577,0
114.934835,-29.510537,0
114.934873,-29.510496,0
114.93491,-29.510446,0
114.934935,-29.510392,0
114.934948,-29.510336,0
114.934957,-29.510272,0
114.934953,-29.510214,0
114.934968,-29.510157,0
114.934978,-29.510112,0
114.934988,-29.510061,0
114.935002,-29.510017,0
114.935005,-29.509977,0
114.935025,-29.509926,0
114.935043,-29.509874,0
114.93506,-29.509829,0
114.93509,-29.509784,0
114.935117,-29.509744,0
114.935138,-29.509704,0
114.93518,-29.509659,0
114.935217,-29.509624,0
114.935267,-29.509577,0
114.93531,-29.509527,0
114.935345,-29.509481,0
114.935375,-29.509434,0
114.935413,-29.509371,0
114.935445,-29.509319,0
114.935457,-29.509272,0
114.935472,-29.509211,0
114.935468,-29.509161,0
114.93548,-29.509099,0
114.935475,-29.509056,0
114.935475,-29.508992,0
114.93546,-29.508941,0
114.935448,-29.508891,0
114.935453,-29.508832,0
114.935467,-29.508784,0
114.935493,-29.508741,0
114.935527,-29.508704,0
114.935572,-29.508674,0
114.935623,-29.508642,0
114.935693,-29.508622,0
114.935765,-29.508611,0
114.935825,-29.508594,0
114.935882,-29.508576,0
114.93593,-29.508552,0
114.935968,-29.508519,0
114.936007,-29.508491,0
114.936047,-29.508447,0
114.9361,-29.508382,0
114.936125,-29.508327,0
114.936142,-29.508272,0
114.936148,-29.508222,0
114.936158,-29.508164,0
114.936162,-29.508114,0
114.93616,-29.508056,0
114.936165,-29.508006,0
114.936163,-29.507949,0
114.936165,-29.507897,0
114.936175,-29.507851,0
114.936195,-29.507799,0
114.936207,-29.507752,0
114.936232,-29.507712,0
114.936245,-29.507677,0
114.936273,-29.507642,0
114.936302,-29.507609,0
114.93633,-29.507556,0
114.936367,-29.507504,0
114.936393,-29.507457,0
114.936412,-29.507417,0
114.936438,-29.507366,0
114.93645,-29.507322,0
114.936452,-29.507282,0
114.936443,-29.507246,0
114.936432,-29.507202,0
114.936415,-29.507157,0
114.936393,-29.507114,0
114.936375,-29.507066,0
114.936363,-29.507014,0
114.936372,-29.506969,0
114.936377,-29.506909,0
114.936395,-29.506854,0
114.93642,-29.506792,0
